ID_its,1650_59,1660_69
489,343.43,0
490,184.11,0
491,0,0
492,88.34,0
493,0,0
494,5249.34,0
495,0,0
496,0,0
497,144.23,0
498,355.24,0
499,0,0
500,392.13,0
501,0,0
502,0,1141.03
503,344.29,633.41
504,2210.99,1290.87
505,0,1330.3
506,892.86,50.91
507,0,0
508,784.93,0
509,727.8,0
510,0,1688.5
511,1287,0
512,0,0
513,0,141.1
514,0,494.07
515,12.85,298.03
516,123.56,0
517,692.04,301.42
518,227.17,0
519,725.13,0
520,367.42,0
521,1866.21,0
522,506.41,0
523,0,0
524,0,0
525,0,0
526,0,96.03
527,0,328.18
528,0,517.21
529,0,955.11
530,0,0
531,0,0
532,0,156.34
533,0,0
534,0,330.36
535,0,384.78
536,0,300.78
537,0,27.26
538,0,585.85
539,202.15,155.15
540,295.44,86.8
541,302.3,0
542,0,114.2
543,0,161.2
544,0,279.25
545,0,1875.39
546,0,495.79
547,0,116.66
548,0,1255.06
549,0,2380.73
550,0,138.24
551,0,0
552,0,0
553,0,4054.05
554,3601.44,76.53
555,999,241.85
556,533.9,1835.18
557,214.4,116.71
558,716.73,0
559,0,550.96
560,340.91,83.15
561,376.8,0
562,3964.83,105.89
563,684.93,0
564,256.67,0
565,1157.11,0
566,551.92,0
567,87.8,123.23
568,279.25,134.92
569,586.57,315.57
570,156.7,957.41
571,203.56,0
572,262.5,287.11
573,601.57,114.88
574,343.03,2207.51
575,444.15,0
576,0,45.28
577,0,419.82
578,251.69,848.25
579,1065.44,781.77
580,0,0
581,169.76,0
582,0,161.06
583,176.07,2257.6
584,33.67,1037.04
585,96.87,1101.5
586,1662.86,1528.42
587,1524.66,52.41
588,159.39,613.47
589,76.18,162.55
590,0,129.99
591,0,103.27
592,0,270.93
593,0,0
594,255.05,0
595,916.05,0
596,906.25,0
597,560.22,30.61
598,685.74,141.71
599,0,442.18
600,0,61.58
601,333.78,1057.43
602,295.68,1132.69
603,545.55,1402.81
604,836.25,297.97
605,1280.29,0
606,1192.76,0
607,361.79,0
608,952.9,359.63
609,881.04,385.51
610,124.96,0
611,0,217.27
612,0,508.65
613,1350.5,0
614,63.35,18.65
615,132.78,305.38
616,52.61,236.58
617,398.92,2839.52
618,315.16,808.73
619,348.76,660.85
620,670.63,269.45
621,0,0
622,451.38,2575.7
623,696.86,720.86
624,251.26,340.99
625,319.36,2106.15
626,0,0
627,0,3386.6
628,282.74,1576.21
629,898.07,0
630,2409.64,0
631,291.64,1455.6
632,0,3242.24
633,212.85,1278.77
634,0,0
635,0,43.98
636,469.04,2591.12
637,0,0
638,0,999.25
639,0,163.69
640,474.83,0
641,146.11,808.41
642,322.84,3333.33
643,0,470.53
644,793.34,314.66
645,1814.88,0
646,1193.68,452.18
647,2255.68,164.39
648,1935.39,154.19
649,63.52,77.27
650,55.13,0
651,135.52,0
652,83.07,549.82
653,83.22,0
654,411.86,0
655,126.44,0
656,176.24,99.42
657,101.99,1038.46
658,30.11,351.74
659,79.8,0
660,618.72,315.86
661,322.25,412.37
662,0,0
663,79.84,1151.08
664,295.42,543.04
665,334,0
666,674.76,0
667,960.12,0
668,126.76,363.77
669,0,346.76
670,0,928.96
671,0,266.59
672,445.89,376.41
673,177.13,11.18
674,0,2148.93
675,0,2350.95
676,0,1433.74
677,276.09,207.51
678,88.42,768.34
679,304.6,0
680,275.1,340.72
681,0,0
682,0,0
683,761.9,377.07
684,0,943.49
685,0,1004.46
686,329.06,343.45
687,94.07,3.86
688,0,0
689,113.56,730.46
690,109.38,365.54
691,535.48,0
692,287.02,502.95
693,0,110.57
694,505.64,400
695,359.84,215.29
696,221.03,471.03
697,90.29,649.47
698,441.09,653.24
699,137.39,695.63
700,280.57,0
701,0,0
702,19.35,0
703,480.2,508.91
704,0,446.65
705,262.64,457.56
706,14.93,327.44
707,181.06,0
708,300.56,0
709,0,701.26
710,42.48,33
711,110.46,0
712,411.15,0
713,269.63,0
714,0,163.75
715,941.34,48.26
716,137.61,0
717,647.1,439.29
718,0,269.18
719,93.59,602.26
720,0,867.8
721,389.33,83.8
722,0,0
723,258.9,58.72
724,0,60.87
725,0,485.93
726,0,207.62
727,0,128.74
728,0,855.43
729,49.73,1117.36
730,0,120.03
731,0,0
732,835.29,0
733,534.54,1099.28
734,512.59,0
735,125.35,260.55
736,0,830.42
737,0,0
738,165.14,207.54
739,456,0
740,778.92,1938.21
741,525.62,1061.01
742,777.93,0
743,161.02,410
744,75.16,448.03
745,0,0
746,0,395.62
747,137.04,0
748,0,930.15
749,298.86,279.02
750,151.63,0
751,0,0
752,27.36,0
753,396.02,0
754,761.74,0
755,333.67,0
756,600.58,0
757,1403.07,0
758,351.59,0
759,223.56,251.64
760,2767.4,0
761,2093.51,344.13
762,54.12,0
763,0,0
764,0,1035.2
765,0,0
766,6769.74,0
767,0,0
768,0,0
769,1889.06,0
770,1066.48,0
771,544.18,0
772,273.94,0
773,414.42,0
774,239.16,0
775,809.32,0
776,0,0
777,0,0
778,19.46,0
779,259.24,0
780,215.78,700.67
781,29.48,0
782,0,688.53
783,454.86,253.5
784,263.56,2087.68
785,373.22,503.02
786,0,0
787,0,0
788,0,0
789,2393.68,0
790,111.33,348.55
791,402.94,0
792,105.15,1288.56
793,120.25,40.62
794,837.17,209.32
795,412.03,1453.49
796,556.92,451.47
797,929.37,413.64
798,0,610.62
799,2419.09,510.46
800,501.64,0
801,0,0
802,756.29,0
803,234.37,32.17
804,401.26,303.67
805,0,337.37
806,248.73,1005.92
807,0,692.76
808,836.53,0
809,2575.99,0
810,0,1533.74
811,403.82,3944.77
812,110.72,1201.92
813,266.63,0
814,0,0
815,510.65,57.86
816,109.47,69.92
817,38.17,392.98
818,45.53,0
819,213.63,0
820,280.06,79.08
821,224.13,0
822,375.67,0
823,140.37,73.44
824,385.48,0
825,290.68,1092.9
826,269.33,0
827,104.33,504.54
828,33.96,0
829,162.64,1339.88
830,125.46,53.72
831,47.8,89.2
832,0,0
833,0,0
834,3.29,0
835,259.04,0
836,201.65,0
837,473.47,2.82
838,797.66,0
839,597.71,762.34
840,666.13,1107.33
841,219.02,1734.18
842,0,715.05
843,147.28,803.86
844,1792.25,1408.77
845,122.89,0
846,0,560.32
847,0,209.67
848,223.59,296.41
849,952.67,485.54
850,20.49,1555.81
851,2139.51,704.72
852,110.59,0
853,251.78,0
854,610.32,0
855,408.13,360.59
856,0,35.11
857,405.83,39.19
858,508.82,0
859,494.11,1097.64
860,0,830.49
861,2094.24,1189.77
862,0,0
863,0,343.88
864,453.82,0
865,797.19,0
866,79,0
867,224.89,113.64
868,606.27,38.42
869,216.22,0
870,155.08,2000
871,248.73,0
872,1860.05,0
873,1098.03,405.71
874,1234.52,338.71
875,4035.51,334.25
876,1211.02,1290.32
877,36.99,0
878,634.4,0
879,1261.83,0
880,121.38,0
881,55.47,1037.52
882,455.3,0
883,183.79,0
884,3159.69,0
885,1462.22,0
886,204.8,0
887,1499.42,659.49
888,113,450.96
889,113.84,397.77
890,70.31,0
891,222.92,378.36
892,95.96,151.22
893,158.58,0
894,69.55,0
895,160.93,0
896,210.47,431.65
897,187.87,582.55
898,81.27,657.03
899,1375.14,0
900,232.99,694.36
901,2358.82,463.25
902,972.91,1012.15
903,189.47,1309.76
904,902.88,1308.62
905,88.6,582.75
906,4913.54,352.2
907,325.91,0
908,592.94,535.19
909,3406.54,1135.72
910,275.53,0
911,0,0
912,130.57,195.04
913,148.41,0
914,0,235.9
915,494.62,284.8
916,1695.87,412.88
917,45.6,813.14
918,66.66,164.56
919,0,194.78
920,508.98,660.72
921,292.44,295.8
922,193.98,205.41
923,556.26,0
924,0,0
925,0,0
926,385.26,307.13
927,884.96,195.45
928,736.38,103.5
929,882.45,603.86
930,1005.02,134.93
931,0,876.23
932,206.65,262.85
933,0,318.64
934,102.31,158.91
935,557.53,725.27
936,591.6,0
937,96.51,220.5
938,230.45,0
939,554.06,203.17
940,306.98,0
941,1156.71,240.56
942,371.96,161.06
943,170.28,356.54
944,148.1,0
945,0,114.68
946,25.27,866.77
947,154.95,726.79
948,780.14,1200.7
949,913.1,0
950,169.59,94.05
951,900,1554
952,0,83.3
953,96.85,414.59
954,221.59,114.97
955,232.64,115.25
956,316.09,4509.58
957,174.92,5977.29
958,223.64,0
959,684.65,746.79
960,422.58,1248.44
961,332.56,335.53
962,735.97,0
963,0,0
964,0,0
965,0,0
966,131.61,192.86
967,61.13,0
968,392.68,127.37
969,160.4,1248.48
970,147.51,0
971,150.61,93.97
972,123.5,186.45
973,185.02,0
974,536.36,1117.68
975,99.95,459.01
976,0,228.49
977,128.85,398.72
978,818,163.35
979,357.6,155.55
980,0,316.16
981,24.24,194.75
982,170.13,370.39
983,0,108.77
984,458.21,378.91
985,698.48,0
986,847.11,0
987,445.43,0
988,625,197.03
989,535.68,0
990,186.06,0
991,339.4,0
992,871.76,0
993,999.65,598.09
994,903.8,0
995,189.51,30.15
996,511.07,0
997,837.52,383.14
998,984.69,1339.76
999,648.35,796.69
1000,870.57,0
1001,0,0
1002,267.24,445.63
1003,0,727.45
1004,0,198.65
1005,0,898.74
1006,0,699.95
1007,0,457.22
1008,0,1397.79
1009,564.12,76.14
1010,342.16,72.21
1011,936.59,284.77
1012,457.72,272.57
1013,573.39,508.31
1014,148.66,446.36
1015,107.22,0
1016,233.21,1851.85
1017,1562.92,362.62
1018,37.74,774.9
1019,554.55,477.9
1020,784.25,0
1021,470.68,0
1022,858.52,0
1023,0,113.8
1024,0,184.84
1025,0,1180.92
1026,175.29,5424.95
1027,103.36,6974.89
1028,764.72,569.8
1029,0,1397.82
1030,0,2508.51
1031,569.8,2323.2
1032,0,0
1033,150.21,676.18
1034,337.64,791.84
1035,1005.68,0
1036,1954.73,1153.62
1037,288.74,1172.43
1038,0,2625.7
1039,20.27,1161.63
1040,172.05,91.92
1041,117.09,1546.07
1042,1069.98,0
1043,286.95,0
1044,387.97,532.78
1045,623.83,0
1046,109.19,0
1047,0,386.4
1048,3533.57,323.89
1049,194.82,0
1050,331.67,401.71
1051,845.31,0
1052,239.94,376.08
1053,1057.41,0
1054,382.26,0
1055,124.13,0
1056,396.15,1431.84
1057,428.79,1393.77
1058,313.9,751.51
1059,854.7,973.08
1060,611.2,475.51
1061,0,382.45
1062,0,0
1063,787.4,406.81
1064,0,2579.81
1065,66.54,1665.56
1066,0,1336.27
1067,0,753.47
1068,75.48,1737.36
1069,206.28,1302.76
1070,233.13,4324.3
1071,0,2069.7
1072,56.1,0
1073,293.49,0
1074,0,438.17
1075,229.97,419.95
1076,0,1066.95
1077,114.57,521.88
1078,30.23,545.95
1079,902.37,0
1080,0,0
1081,52.99,56.32
1082,412.94,5278.37
1083,212.44,2498.22
1084,735.17,1995.93
1085,1000.55,264.6
1086,0,137.05
1087,0,187.51
1088,0,2987.79
1089,357.99,0
1090,0,124.53
1091,167.3,0
1092,429.85,659.79
1093,295.44,109.38
1094,323.7,379.94
1095,189.23,3921.57
1096,162.33,200.87
1097,0,1285.86
1098,5454.55,1782.72
1099,8333.33,207.7
1100,258.13,0
1101,0,263.64
1102,0,450.86
1103,0,3413.23
1104,0,2934.54
1105,3061.58,24.57
1106,202.58,31.39
1107,0,396.07
1108,0,37.21
1109,990.89,0
1110,557.07,284.64
1111,0,3125.26
1112,142.03,0
1113,183.58,44.1
1114,119.62,823.01
1115,0,0
1116,411.86,710.82
1117,389.48,0
1118,819.84,1406.47
1119,79.62,225.89
1120,566.01,1895.63
1121,517.13,114.59
1122,1191.9,94.9
1123,0,1094.83
1124,0,129.57
1125,0,885.27
1126,0,42.41
1127,0,27.47
1128,0,243.43
1129,0,1770.5
1130,588,1566.11
1131,129.78,605.9
1132,70.85,41.53
1133,292.8,550.51
1134,156.64,0
1135,772.44,0
1136,2191.38,0
1137,326.03,480.65
1138,0,0
1139,0,0
1140,0,1082.25
1141,0,0
1142,0,0
1143,0,82.43
1144,0,714.15
1145,0,488.81
1146,721.09,136.13
1147,171.7,0
1148,166.81,0
1149,293.87,1511.02
1150,0,1258.69
1151,0,0
1152,175.65,1260.13
1153,737.02,238.55
1154,123.49,1283.7
1155,0,242.31
1156,241.62,475.1
1157,176.09,0
1158,949.47,0
1159,96.26,0
1160,98.28,0
1161,0,0
1162,686.81,976.56
1163,107.4,837.56
1164,81.01,193.88
1165,205.35,0
1166,203.58,49.78
1167,370.32,96.01
1168,674.59,2595.23
1169,165.88,1627.54
1170,2711.91,18.04
1171,0,0
1172,1174.4,192.59
1173,1279.18,143.73
1174,0,796.7
1175,3106.66,281.35
1176,230.86,1586.36
1177,0,177.8
1178,0,797.31
1179,0,1534.69
1180,0,761.51
1181,1898.38,442.37
1182,287.98,0
1183,215.71,828.57
1184,104.76,1126.38
1185,0,810.78
1186,1728.7,0
1187,2205.07,0
1188,238.25,1259.31
1189,39.39,2389.49
1190,31.35,71.34
1191,38,0
1192,0,74.35
1193,0,2978.72
1194,198.67,1699.3
1195,955,1254.1
1196,0,0
1197,309.89,0
1198,305.51,528.18
1199,75.6,308.93
1200,578.27,82.73
1201,983.28,58.77
1202,0,0
1203,188.47,294.99
1204,82.46,275.76
1205,0,168.55
1206,0,935.45
1207,1262.63,654.77
1208,148.12,214.4
1209,1831.5,240.29
1210,276.67,700.62
1211,183.74,343.05
1212,0,685.59
1213,0,115.79
1214,247.9,763.94
1215,0,475.29
1216,222.7,906.95
1217,0,0
1218,0,0
1219,4901.96,121.38
1220,0,252.33
1221,82.73,297.27
1222,195.25,483.09
1223,0,0
1224,2633.57,683.93
1225,205.32,0
1226,505.31,0
1227,13.64,0
1228,40.35,660.87
1229,72.09,0
1230,85.16,1093.16
1231,15.78,0
1232,741.63,195.77
1233,576.2,1247.4
1234,264.73,432.77
1235,0,651.3
1236,38.1,436.32
1237,293.34,44.38
1238,151.88,40.9
1239,0,462.53
1240,0,536.31
1241,0,0
1242,591.02,294.32
1243,144.3,0
1244,0,0
1245,1740,9.91
1246,356.13,588.21
1247,102.01,297.26
1248,737.64,318.24
1249,587.99,287.15
1250,1134.15,381.75
1251,477.68,0
1252,812.25,622.81
1253,157.67,579.04
1254,72.61,1937.2
1255,340.06,0
1256,409.23,0
1257,757.18,127.06
1258,101.84,476.42
1259,315.05,933.56
1260,650.21,311.38
1261,88.29,0
1262,0,3745.32
1263,388.95,280.85
1264,0,492
1265,37.71,259.7
1266,826.26,86.87
1267,1559.71,236.69
1268,1257.55,0
1269,0,163.64
1270,0,281.8
1271,0,119.98
1272,0,347.31
1273,1091.31,341.49
1274,237.57,676.32
1275,211.95,765.4
1276,200.08,324.78
1277,211.93,0
1278,205.32,640.31
1279,0,0
1280,26.9,154.08
1281,1789.12,773.25
1282,283.6,454.1
1283,783.86,746.27
1284,689.18,219.3
1285,0,0
1286,223.86,628.4
1287,715,534.25
1288,51.53,143.66
1289,34.83,608.64
1290,570.11,0
1291,68.89,753.58
1292,144.49,649.11
1293,497.78,134.49
1294,245.72,1891.25
1295,47.92,8287.29
1296,561.01,0
1297,94.57,621.16
1298,108.54,459.07
1299,0,771.01
1300,814.46,636.13
1301,72.13,0
1302,107.86,0
1303,343.1,0
1304,108.05,0
1305,462.32,0
1306,31.45,0
1307,7542.04,0
1308,116.81,0
1309,362.91,233.15
1310,0,4201.68
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,264.08,0
1316,0,0
1317,0,0
1318,4922.87,0
1319,156.91,0
1320,0,0
1321,548.7,300.66
1322,469.04,0
1323,384.62,0
1324,217.58,0
1325,7582.94,0
1326,451.26,0
1327,2679.17,0
1328,856.53,0
1329,547.65,0
1330,579.25,0
1331,212.72,0
1332,0,0
1333,100.74,0
1334,613.5,0
1335,0,0
1336,521.21,0
1337,106.18,0
1338,304.52,0
1339,369.85,0
1340,144.25,0
1341,0,0
1342,564.65,0
1343,0,0
1344,0,0
1345,0,0
1346,204.08,0
1347,839.98,0
1348,102.92,0
1349,441.91,0
1350,210.04,0
1351,0,0
1352,1084.51,0
1353,0,0
1354,0,0
1355,0,0
1356,1020.11,0
1357,1154.29,0
1358,1190.21,0
1359,0,0
1360,20.39,0
1361,92.13,0
1362,0,0
1363,0,842.7
1364,192.96,227.17
1365,0,216.71
1366,0,658.11
1367,377.76,50.88
1368,190.75,0
1369,518.07,192.04
1370,1842.51,0
1371,3265.56,0
1372,768.34,83.37
1373,2170.96,292.34
1374,0,205.13
1375,901.71,71.62
1376,862.1,355.83
1377,1540.83,598.44
1378,665.11,0
1379,178.33,47.7
1380,10.9,0
1381,0,0
1382,553.81,0
1383,698.06,929.6
1384,0,1066.31
1385,14.67,828.21
1386,0,116.92
1387,0,339.45
1388,96.79,1185.5
1389,699.33,375.53
1390,317.49,558.32
1391,212.4,368.56
1392,0,348.54
1393,58.3,97.82
1394,0,321.72
1395,0,21.94
1396,0,80
1397,1040.3,56.5
1398,329.59,1569.04
1399,0,823.57
1400,330.94,932.26
1401,54.03,342.78
1402,461.91,223.97
1403,614.54,0
1404,453.25,370.55
1405,373.35,135.77
1406,406.7,676.74
1407,393.61,424.78
1408,138.77,366.59
1409,336.5,0
1410,332.01,0
1411,657.46,766.94
1412,0,156.04
1413,0,68.37
1414,498.44,861.97
1415,22.01,1595.28
1416,346.12,1349.83
1417,76.21,0
1418,622.25,588.67
1419,0,800
1420,235.96,857.33
1421,374.67,0
1422,0,0
1423,110.66,418.7
1424,120.77,480.54
1425,705.45,0
1426,108.66,417.48
1427,94.33,62.54
1428,0,113.15
1429,256.48,179.04
1430,0,37.72
1431,0,0
1432,193.48,96.52
1433,299.26,205.35
1434,0,0
1435,186.08,113.13
1436,327.29,356.68
1437,434.5,107.76
1438,2502.45,207.6
1439,216.04,0
1440,310.1,1130.84
1441,228.96,55.51
1442,288.18,0
1443,0,0
1444,0,0
1445,0,0
1446,40.77,0
1447,38.44,316.01
1448,232.94,0
1449,549.87,2640.98
1450,600.6,0
1451,194.29,0
1452,53.36,140.68
1453,531.37,0
1454,0,0
1455,129.8,0
1456,516.53,13.2
1457,0,112.35
1458,309.38,0
1459,98.43,2082
1460,633.71,1051.52
1461,121.24,111.41
1462,70.07,179.32
1463,250.16,402.6
1464,905.8,0
1465,0,70.22
1466,67.26,4047.65
1467,0,255.23
1468,0,103.33
1469,0,0
1470,114.61,55.92
1471,0,765.91
1472,0,0
1473,443.74,622.54
1474,412.85,461.18
1475,227.54,0
1476,223.36,317.76
1477,578.02,2098.09
1478,96.55,452.69
1479,78.61,85.17
1480,680.42,360.1
1481,1670.2,67.11
1482,188.13,944.06
1483,530.31,293.53
1484,188.42,245.88
1485,277.44,818.33
1486,0,0
1487,564.76,0
1488,0,0
1489,1226.24,289.69
1490,540.35,538.7
1491,1377.41,46.64
1492,0,398.78
1493,1022.71,1380.19
1494,122.2,0
1495,376.64,0
1496,279.02,0
1497,551.07,978.84
1498,1404.49,365.6
1499,201.23,886.13
1500,607.98,184.54
1501,769.06,780.52
1502,232.6,282.51
1503,183.22,412.83
1504,399.97,525.32
1505,438.47,278.48
1506,262.88,2167.51
1507,29.56,2246.82
1508,155.97,537
1509,109.11,675.88
1510,97.89,217.18
1511,19.85,0
1512,4722.63,1201.51
1513,4942.32,138.5
