ID_time,1650_59,1660_69
139,1091.72,1046.98
140,2745.51,916.22
141,756.4,789.58
142,1134.41,881.89
143,1715.51,1061.22
144,1354.76,920.51
145,3666.55,951.38
146,1447.63,1268.39
147,1456.77,0
148,1164.5,862.25
149,1382.75,942.51
150,522.38,995.42
151,1242.24,4369.06
152,2580.95,2030.46
153,1717.75,1197.6
154,1797.56,1476.17
155,772.2,682.93
156,1104.48,754.83
157,1101.68,369.69
158,1759.82,2021.2
159,546.75,649.14
160,635.49,2516.63
161,1460.36,2227.55
162,0,1517.45
163,1120.09,0
164,1515.22,1233.18
165,3538.43,2144.08
166,497.76,1411.57
167,2928.26,2329.51
168,1213.78,1811.59
169,2450.93,1144.16
170,1341.36,1599.94
171,1472.84,1269.04
172,1212.73,1857.65
173,1837.52,2313.41
174,2184.01,0
175,1854.25,1888.25
176,1810.03,655.62
177,1513.85,468.46
178,3058.27,2069.61
179,2283.11,681.73
180,890.66,1479.42
181,2659.89,1124.02
182,697.59,1647.79
183,3265.84,804.07
184,979.01,2126.64
185,1688.14,936.99
186,924.87,2096.33
187,2121.71,0
188,1412.67,3003.62
189,1086.58,0
190,3779.92,2072.37
191,605.86,2816.9
192,876.42,2809.8
193,897.83,1540.29
194,667.07,0
195,809.49,1961.75
196,1013.46,2197.1
197,1519.45,613.16
198,0,1655.42
199,1572.91,3173.27
200,662.9,348.68
201,1345.38,1620.67
202,2443.82,0
203,1798.21,661.81
204,357.1,2339.76
205,1178.99,1173.65
206,1502.57,547.57
207,1220.11,2450.98
208,1169.63,537.23
209,1096.42,883.09
210,895.2,935.51
211,1364.35,1447.18
212,3458.41,1968.5
213,1429.08,837.5
214,299.4,2572.35
215,1106.35,1054.99
216,604.41,1183.88
217,2466.53,826.28
218,1321.97,64935.06
219,337.5,0
220,1216.59,787.63
221,486.74,767.07
222,243.82,2154.24
223,919.68,2659.03
224,1589.83,4076.09
225,1524.97,1601.66
226,441.11,1704.74
227,974.79,1175.62
228,904.49,1055.74
229,2213.88,893.01
230,474.64,1438.29
231,2173.32,1852.49
232,1221.66,1137.32
233,565.29,860.33
234,215.98,1268.65
235,351.49,1830.66
236,629.67,0
237,671.01,146.43
238,924.21,2990.24
239,1704.25,2062.41
240,927,2211.02
241,1477.42,482.86
242,2715.09,2374.17
243,3031.76,1152.74
244,2122.08,1305.2
245,1532.22,775.19
246,2501.84,1763.67
247,1789.46,1820.12
248,1440.42,1351.09
249,1849.58,1587.34
250,2714.97,2068.2
251,1321.03,1664.53
252,1759.52,1920
253,2495.19,1830.83
254,1711.73,1367.84
255,2333.6,1340.48
256,1090.78,0
257,2997.55,2121.64
258,1380.74,2310.92
259,2850.02,2089.14
260,3030.88,824.54
261,0,1437.81
262,0,4151.59
263,827.21,1400.92
264,1063.53,1143.89
265,744.76,1527.19
266,1832.5,446.63
267,3957.78,2600.78
268,837.87,0
269,0,0
270,1731.6,849.33
271,1161.78,1337.1
272,1524.81,1250.78
273,0,0
274,1315.52,2102.67
275,1912.57,1921.81
276,0,79.24
277,799.04,1429.03
278,655.74,1619.35
279,1052.35,0
280,1723.29,1228.22
281,1570.65,2104.52
282,0,1387.59
283,0,1831.5
284,1132.74,1338.69
285,1539.26,882.03
286,978.54,1935.38
287,1425.36,0
288,1247.66,2525.68
289,1850.61,1313.72
290,4658.39,2865.03
291,580.59,1302.91
292,843.43,961.45
293,2407.17,1090.13
294,1424.35,2063.92
295,3625.45,546.25
296,932.1,1376.9
297,1514.76,1555.54
298,3008.17,565.24
299,1822.03,520.65
300,1678.83,963.55
301,3012.05,286.86
302,964.01,2002.4
303,0,672.99
304,520.29,864.15
305,0,587.03
306,1217.23,735.79
307,958.43,847.17
308,0,788.84
309,1337.22,1285.54
310,2078.57,0
311,610.1,813.84
312,0,1778
313,1609.01,3816.79
314,1142.93,435.11
315,1911.71,1149.21
316,852.11,1356.34
317,1022.86,1050.26
318,1888.57,2260.27
319,3351.96,2004.89
320,1316.59,1221.68
321,1041.53,357.4
322,1607.72,1781.5
323,2465.91,337.13
324,2373.42,338.52
325,1664.45,3412.97
326,1591.09,2088.82
327,5421.47,3848.5
328,1042.5,686.6
329,1745.2,885.18
330,941.46,885.46
331,1611.11,2506.27
332,2510.99,0
333,1060.51,1917.28
334,1497.5,1820.68
335,1353.75,1643.39
336,3923.56,3696.86
337,1539.49,969.93
338,1455.45,3192.53
339,729.75,1497.01
340,1783.81,629.92
341,4119.46,1286.17
342,1935.92,2511.83
343,0,2000.97
344,947.78,4555.59
345,1148.88,666.61
346,1733.73,1036.51
347,1555.45,1177.39
348,1504.89,256.31
349,978.18,948.47
350,2085.66,971.82
351,1047.99,2673.8
352,563.7,3672.46
353,575.5,2577.54
354,2087.86,807.27
355,1608.6,1333.78
356,1057.88,796.94
357,1436.4,0
358,593.13,1010.31
359,257.82,1080.3
360,1234.75,539.33
361,1041.6,1561.5
362,1666.67,1837.78
363,829.68,2803.98
364,607.56,2026.64
365,951.33,1367.05
366,964.76,1656.59
367,686.25,665.78
368,997.41,1203.24
369,1718.63,1102.13
370,1806.87,1310.04
371,1656.64,570.47
372,760.88,779.88
373,1226.18,1669.85
374,801.47,751.6
375,1079.87,2351.33
376,523.65,3022.97
377,1557.18,1299.26
378,2114.5,1642.5
379,941.24,940.56
380,1205.64,816.76
381,2259.39,2234.14
382,904.66,1119.66
383,2231.77,1710.13
384,1200.31,1686.06
385,1466.04,2811.24
386,1336.47,0
387,1293.34,0
388,883.5,2726.45
389,942.09,2721.5
390,1479.92,0
391,823.47,3918.15
392,1464.13,4115.23
393,0,2976.68
394,1284.57,2980.13
395,1302.16,0
396,1418.94,5813.95
397,1116.89,1445.61
398,696.99,0
399,2066.47,12184.99
400,2134.02,1745.2
401,0,7984.03
402,2719.85,2298.85
403,9345.79,0
404,0,2308.98
405,0,1156.74
406,3203.07,2387.58
407,0,0
408,2654.44,4286.59
409,0,0
410,1165.45,4444.44
411,1854.8,3351.96
412,0,5025.13
413,388.8,1992.03
414,1794.04,3875.97
415,904.98,0
416,1109.88,2164.5
417,2865.51,7284.77
418,2463.37,4347.83
419,1820.21,0
420,2810.39,6853.58
421,1422.12,3546.1
422,878.21,4395.6
423,4566.21,0
424,1022.53,0
425,1376.71,0
426,1592.56,0
427,1642.12,1855.29
428,2734.84,2450.98
429,657.03,2638.52
430,2476.06,0
431,1697.79,2551.02
432,879.8,0
433,911.82,0
434,1072.96,4854.37
435,0,0
436,1142.05,3194.89
437,684.79,1059.32
438,1775.75,4761.9
439,402.51,0
440,1182.73,2881.84
441,1914.14,2849
442,0,3766.48
443,1888.96,0
444,1912.45,6191.95
445,1445.12,0
446,1120.28,0
447,594.97,3215.43
448,1251.15,4008.02
449,1961.04,2044.99
450,2076.22,2512.56
451,1092.39,3344.48
452,1543.04,1972.39
453,2290.95,10869.57
454,1540.09,2327.39
455,2091.81,0
456,1485.58,1953.13
457,0,0
458,1937.98,0
459,2436.05,0
460,3857.28,1492.54
461,2285.71,1364.26
462,3015.68,5025.13
463,1646.39,5181.35
464,510.73,5128.21
465,1142.22,4338.39
466,822.37,3289.47
467,847.77,0
468,2411.19,3215.43
469,1248.56,2087.68
470,645.16,4234.3
471,1060.28,1479.29
472,2514.38,874.89
473,1463.82,4357.3
474,1559.41,5668.93
475,1024.24,2528.45
476,1216.43,6722.69
477,1259.45,4446.91
478,1635.96,3623.19
479,2033.72,3420.75
480,1708.43,4040.4
481,664.08,5738.88
482,1319.26,3955.7
483,1621.82,5405.41
484,1569.86,5405.41
485,279.96,6814.31
486,1119.03,6802.72
487,2871.5,2127.66
488,3785.19,5976.1
489,1793.48,7220.22
490,1072.15,7042.25
491,408.9,0
492,1015.95,3311.26
493,291.55,1805.05
494,0,1733.1
495,3033.45,8264.46
496,2976.6,11481.06
497,1442.27,3322.26
498,1217.96,4277.16
499,0,0
500,1263.54,1477.1
501,587,2604.17
502,1868.84,912.83
503,726.83,633.41
504,2842.7,1092.27
505,6485.08,1435.32
506,892.86,2087.15
507,0,0
508,392.46,464.68
509,1455.6,1118.88
510,0,1746.72
511,0,7996.24
512,0,1179.71
513,0,1012.77
514,962.46,1482.21
515,1503.97,1452.92
516,2553.62,0
517,1384.08,1817.38
518,1968.8,1953.13
519,1194.34,2544.53
520,1073.99,3722.5
521,769.57,3060.11
522,3882.51,4766.16
523,769.82,3103.52
524,0,2877.38
525,0,1867.66
526,0,1344.41
527,0,1444
528,5524.86,1666.57
529,0,477.55
530,1831.5,3127.44
531,1390.5,938.09
532,758.15,1250.68
533,4583.92,1283.77
534,5142.59,2546.53
535,0,2059.71
536,0,2757.17
537,0,2399
538,0,2148.12
539,1703.82,2133.27
540,866.64,2864.33
541,302.3,968.99
542,2403.73,1636.91
543,0,2176.19
544,0,1028.15
545,1031.99,833.51
546,0,1239.46
547,0,1633.22
548,0,1659.92
549,0,2190.27
550,10638.3,1454.35
551,1369.86,1286.46
552,2564.1,1821.03
553,1276.87,1658.48
554,1067.09,1147.89
555,749.25,386.96
556,2135.61,1777.83
557,1795.57,1167.13
558,1249.68,1991.33
559,0,550.96
560,1143.06,1995.51
561,1335.94,1053.74
562,431.55,1297.12
563,1369.86,456
564,2652.29,642.81
565,514.27,3942.18
566,2170.87,1234.71
567,1404.86,2382.42
568,4374.94,2698.33
569,3226.12,1410.45
570,2703.13,1570.16
571,3562.34,0
572,1837.51,1722.65
573,1488.1,1799.73
574,869.23,0
575,2775.93,1218.03
576,1275.51,905.63
577,2684.56,839.63
578,800.02,1094.51
579,887.86,1563.55
580,0,0
581,1188.35,0
582,1577.6,1035.39
583,880.37,1841.73
584,504.98,814.81
585,2324.91,2348.49
586,207.86,881.78
587,179.37,628.9
588,1115.72,408.98
589,1295.04,704.38
590,0,1213.22
591,0,903.58
592,0,1354.65
593,0,770.91
594,765.15,0
595,1377.85,502.51
596,1385.59,728.33
597,2240.9,1071.25
598,1893.94,614.08
599,799.68,958.07
600,2912.62,1293.18
601,1168.22,808.63
602,295.68,2346.28
603,1239.89,2204.41
604,1791.97,3054.23
605,2743.48,2795.25
606,1763.21,598.44
607,723.59,1006.04
608,1247.84,1870.1
609,488.24,3855.05
610,687.29,4310.34
611,2511.72,1195
612,2056.56,1017.29
613,759.65,438.02
614,1837.07,559.49
615,1527.02,2301.31
616,1657.07,1353.77
617,709.19,1174.97
618,1305.66,1112.01
619,1245.58,1189.53
620,614.74,808.35
621,201.41,1059.7
622,515.86,1030.28
623,1742.16,950.23
624,3894.47,2114.16
625,1660.65,982.87
626,690.13,2840.43
627,1116.07,1269.98
628,1912.68,1609.4
629,1796.14,1301.24
630,1807.23,1083.42
631,604.12,1940.81
632,892.01,1389.53
633,1489.92,1534.53
634,0,982.32
635,1112.35,14.66
636,1876.17,863.71
637,0,0
638,1941.51,749.44
639,686.25,709.34
640,949.67,2538.07
641,2045.59,808.41
642,1291.36,0
643,2408.19,686.72
644,1586.67,681.77
645,1814.88,2789.79
646,1930.95,1658
647,1832.74,1773.11
648,744.38,2852.52
649,1302.25,2163.67
650,1405.89,2123.73
651,2303.84,838.22
652,2424.64,916.37
653,2163.72,0
654,1235.58,1356.85
655,1701.23,4054.05
656,1586.13,835.11
657,1291.84,1409.34
658,1385.17,2663.18
659,2108.11,0
660,1237.43,1579.28
661,1280.13,0
662,2313.48,0
663,2109,1438.85
664,1772.53,1357.59
665,3451.35,306.94
666,0,0
667,2067.95,469.26
668,2334.47,1091.31
669,2165.21,2049.05
670,0,1639.34
671,822.37,1746.61
672,912.04,1756.59
673,1594.14,1621.34
674,149.64,1027.75
675,808.97,1390.38
676,574.88,1877.52
677,184.06,1867.61
678,442.09,840.38
679,3553.66,778.21
680,1100.41,2214.65
681,0,1990.05
682,1214.33,2421.31
683,761.9,754.15
684,0,943.49
685,1150.68,1381.13
686,987.17,343.45
687,940.73,872.01
688,4221.26,1808.32
689,1476.33,2191.38
690,1115.72,2237.56
691,360.63,684.31
692,1072.79,754.43
693,0,1437.42
694,1277.09,3800
695,818.63,3075.6
696,1263.02,1727.12
697,1083.42,1020.6
698,1427.05,1524.22
699,2473.04,579.69
700,617.25,0
701,1525.32,0
702,2766.42,0
703,907.05,791.63
704,0,781.64
705,919.24,2059.03
706,1597.13,1236.99
707,1596.66,957.27
708,464.51,1837.56
709,1188.83,4207.57
710,2548.64,1254
711,220.92,1296.68
712,1197.71,2283.11
713,3437.82,2144.2
714,0,2022.27
715,1487.04,2312.72
716,550.43,1695.93
717,882.4,2025.63
718,0,1115.19
719,1315.79,1030.99
720,350.14,1446.34
721,2400.88,838.01
722,1816.15,1254.57
723,1229.77,1428.82
724,2487.07,817.46
725,0,1166.24
726,0,1619.4
727,2540.42,1956.9
728,0,360.18
729,596.78,270.87
730,1644.14,1680.47
731,2748.51,419.46
732,1489.98,350.88
733,1202.73,1933.21
734,1993.39,740.05
735,2085.42,521.1
736,0,3802.45
737,1803.08,3657.25
738,1541.34,3113.11
739,1367.99,2181.03
740,1502.21,117.47
741,1971.09,1061.01
742,1500.29,0
743,1061.85,410
744,1929.2,2688.17
745,2303.28,2655.45
746,2507.33,805.9
747,411.13,2046.96
748,2763.96,930.15
749,896.57,976.56
750,1592.08,2985.07
751,0,0
752,766.12,4285.16
753,2062.84,613.81
754,2412.17,3543.81
755,2002,14388.49
756,2168.2,0
757,1240.03,0
758,1175.46,7575.76
759,409.87,754.91
760,500.13,0
761,697.84,1290.49
762,1234.03,0
763,690.61,2169.2
764,3095.98,2070.39
765,571.76,0
766,1006.31,0
767,0,2101.72
768,1499.44,0
769,2919.46,2288.33
770,1777.46,0
771,1088.35,0
772,582.11,0
773,414.42,0
774,1779.39,0
775,485.59,5000
776,946.67,974.42
777,2228.1,1620.75
778,1420.92,0
779,2097.47,0
780,1150.83,630.61
781,1221.44,2180.23
782,3984.06,3129.69
783,2046.85,665.44
784,2974.51,2417.32
785,2015.38,503.02
786,1652.89,1823.39
787,0,1056.75
788,0,0
789,1583.98,758.99
790,779.34,2788.43
791,906.62,451.88
792,1261.83,1364.36
793,1262.63,2152.63
794,3348.68,976.84
795,2472.19,1744.19
796,891.07,451.47
797,0,1378.8
798,2429.54,1831.87
799,861.97,1735.58
800,2270.57,0
801,607.16,0
802,1512.57,0
803,703.1,2026.7
804,1738.78,4023.69
805,0,877.16
806,1741.08,1117.69
807,2393.16,2009.01
808,874.56,0
809,721.28,1494.77
810,1004.6,1533.74
811,3785.78,1972.39
812,1799.26,2403.85
813,1815.62,1384.08
814,3303.2,1137.66
815,1215,1388.73
816,1860.97,524.42
817,858.71,2488.87
818,1320.45,0
819,1815.85,1793.72
820,2120.42,1328.46
821,1195.34,509.79
822,2679.1,0
823,3368.8,1719.69
824,2264.68,1269.04
825,2034.76,728.6
826,2343.18,0
827,1961.36,672.72
828,2785.04,0
829,2143.01,893.26
830,2039.39,1217.72
831,3489.73,3147.11
832,2899.42,558.66
833,809.41,975.61
834,1450.66,0
835,1237.66,3424.66
836,1855.21,1643.66
837,1006.13,1323.21
838,797.66,0
839,1373.25,798.64
840,666.13,2060.16
841,559.71,713.79
842,1595.32,715.05
843,1227.36,11254.02
844,1480.56,1803.91
845,1843.35,1899.43
846,1409.44,1810.27
847,0,1153.16
848,1062.08,1100.95
849,1943.45,1942.15
850,1577.93,777.91
851,3516.85,2114.16
852,1903.8,2162.16
853,881.22,2212.39
854,1102.51,2200.22
855,2484.25,2537.49
856,2205.07,667.16
857,980.76,1018.93
858,508.82,1121.08
859,2552.91,1367.83
860,1641.9,1568.7
861,523.56,1070.79
862,0,0
863,435.35,2493.12
864,1361.47,2758.08
865,1753.83,2156.5
866,1105.98,818.33
867,1574.24,670.48
868,917.17,768.37
869,1170.13,1259.45
870,1904.07,2000
871,3842.77,4098.36
872,310.01,2100.62
873,973.63,811.42
874,614.39,1048.07
875,1345.17,902.47
876,745.24,6451.61
877,1331.75,965.25
878,467.46,0
879,1366.98,0
880,1565.17,3910.92
881,110.93,293.21
882,1333.38,1259.76
883,1470.32,613.12
884,972.21,653.17
885,2819.99,2193.46
886,696.32,0
887,807.38,439.66
888,1356.01,225.48
889,1745.6,4375.5
890,1399.24,0
891,3404.67,4540.3
892,2884.7,1209.74
893,724.96,2969.56
894,2211.62,0
895,965.56,4040.4
896,1648.72,1294.96
897,601.19,582.55
898,1137.84,657.03
899,880.09,2424.66
900,931.97,1134.44
901,1140.09,2161.83
902,1272.26,2024.29
903,1231.53,654.88
904,2313.64,654.31
905,2096.81,1581.75
906,755.93,1995.77
907,217.27,0
908,1482.36,1548.64
909,1336.74,2555.37
910,734.75,2151.22
911,232.07,258.53
912,2611.48,1446.52
913,148.41,719.17
914,1701.73,1190.17
915,370.97,2034.26
916,847.94,412.88
917,1276.79,844.41
918,333.29,4299.08
919,503.1,779.12
920,2780.55,2576.81
921,560.51,986
922,2315.66,1484.55
923,1191.99,4639.9
924,1307.25,0
925,1835.7,979.24
926,1685.53,819
927,6194.69,488.62
928,2209.13,2483.96
929,1197.6,1610.31
930,1199.27,404.8
931,461.68,1314.35
932,2014.84,525.69
933,1176.82,531.07
934,1142.45,1324.22
935,861.63,2320.86
936,838.1,0
937,1282.14,826.86
938,1997.23,0
939,1266.42,406.34
940,2017.28,2973.03
941,910.19,360.84
942,1115.89,2076.16
943,1421.4,891.36
944,1021.9,0
945,840.63,344.04
946,1427.89,560.85
947,645.64,2846.59
948,904.51,2432.19
949,676.95,802.95
950,1187.16,1504.75
951,2600,777
952,1501.18,978.74
953,1272.93,1036.48
954,886.38,1379.63
955,1247.81,1382.97
956,948.27,1691.09
957,2973.59,298.86
958,1118.2,0
959,1026.98,973.09
960,1881.14,638.74
961,748.25,447.38
962,1112.52,900.09
963,3982.08,868.62
964,4920.91,2932.55
965,1813.24,2010.05
966,1272.23,1350.05
967,998.41,2443
968,2012.47,1889.36
969,1202.98,607.37
970,1429.69,2229.85
971,602.42,1644.47
972,1531.39,1525.48
973,996.24,1043.3
974,1302.58,1649.9
975,1557.11,1285.23
976,4754.36,1066.3
977,386.55,6080.54
978,981.6,1034.52
979,946.6,1244.36
980,0,1580.78
981,1926.83,1246.37
982,1190.88,1787.55
983,0,870.13
984,916.42,1413.62
985,1315.75,1600.51
986,950.41,0
987,3563.47,0
988,1640.63,3185.34
989,641.64,2610.97
990,3163.08,5421.69
991,339.4,2433.09
992,774.89,2838.89
993,899.69,2990.43
994,1405.9,2242.87
995,805.42,1266.4
996,851.79,0
997,0,1915.71
998,1432.28,2679.53
999,729.39,1434.03
1000,1102.73,613.31
1001,2066.12,5964.21
1002,801.71,1336.9
1003,0,3152.28
1004,0,1489.87
1005,0,898.74
1006,1158.45,2435.81
1007,1160.26,1028.75
1008,1156.83,310.62
1009,1235.7,761.38
1010,1399.76,505.49
1011,2247.82,1518.75
1012,1830.87,1158.43
1013,1834.86,1136.23
1014,1375.11,1714.94
1015,3859.76,0
1016,544.15,0
1017,1382.59,2239.13
1018,3811.25,1797.56
1019,2079.58,2859.01
1020,1803.78,2602.43
1021,2039.63,903.89
1022,3275.95,1719.2
1023,0,1138.04
1024,0,924.21
1025,86.98,1889.47
1026,1577.63,0
1027,2200.11,597.85
1028,2549.07,1851.85
1029,1603.59,1550.31
1030,622.28,1254.26
1031,1139.6,1366.59
1032,0,431.5
1033,938.83,1014.27
1034,2382.2,999.23
1035,1314.72,1321.88
1036,883.27,1071.22
1037,769.97,1046.81
1038,854.88,887.06
1039,972.72,1026.56
1040,1438.37,597.45
1041,1983.58,1236.86
1042,1007.85,0
1043,1467.56,0
1044,2133.85,781.42
1045,1247.66,0
1046,1342.01,1085.78
1047,0,0
1048,0,1875.15
1049,1753.36,1455.25
1050,1907.13,1071.24
1051,1690.62,199.7
1052,1679.6,2256.49
1053,1306.21,1084.6
1054,382.26,0
1055,1943.4,472.14
1056,1354.19,1861.4
1057,1310.48,1454.37
1058,2994.16,1578.18
1059,1864.8,2270.52
1060,1833.6,475.51
1061,0,2103.45
1062,0,1318.83
1063,0,1220.42
1064,722.54,107.49
1065,2129.22,587.85
1066,0,668.14
1067,0,2009.24
1068,845.41,1015.69
1069,618.83,716.52
1070,2331.27,460.03
1071,1846.04,3071.17
1072,1354.43,4255.32
1073,3060.73,0
1074,4189.94,350.54
1075,1544.07,839.9
1076,2388.77,533.48
1077,1374.89,674.1
1078,2116.27,1407.99
1079,931.48,2010.72
1080,1912.05,919.96
1081,1629.38,760.26
1082,938.05,777.41
1083,881.62,1546.51
1084,1222.67,1330.62
1085,954.77,926.11
1086,2985.07,1370.52
1087,1834.86,1125.07
1088,2305.99,519.62
1089,1682.54,0
1090,7481.3,186.79
1091,2323.64,380.05
1092,1897.61,3059.02
1093,1211.3,1349.04
1094,1972.56,759.88
1095,1816.6,1960.78
1096,2262.84,1372.61
1097,0,1379.37
1098,938.42,2097.32
1099,0,1453.91
1100,2581.31,0
1101,1378.36,2900.08
1102,4054.05,450.86
1103,0,1035.95
1104,1970.44,2257.34
1105,1137.16,1375.79
1106,1668.3,1726.63
1107,2631.58,2772.5
1108,1338.69,446.54
1109,896.52,1182.03
1110,2562.53,1138.56
1111,1239.67,2426.19
1112,2414.43,0
1113,367.15,4145.53
1114,478.47,1355.54
1115,1283.7,2439.02
1116,549.15,687.12
1117,3322.01,0
1118,1537.2,1406.47
1119,2115.61,1807.09
1120,1981.04,1033.98
1121,980.76,2678.43
1122,2383.79,2633.59
1123,5045.41,1684.35
1124,976.56,2267.43
1125,238.89,1401.68
1126,1658.37,869.34
1127,998,1153.59
1128,685.4,1314.03
1129,3086.42,885.25
1130,196,925.43
1131,1384.32,1258.41
1132,2463.87,2574.64
1133,933.31,2339.66
1134,469.92,756.57
1135,772.44,801.6
1136,1460.92,596.66
1137,1233.61,4726.43
1138,3699.14,833.33
1139,2398.08,1460.92
1140,8163.27,1082.25
1141,0,3021.15
1142,0,2073.26
1143,1874.41,989.12
1144,976.56,1024.65
1145,1488.1,2346.27
1146,1734.05,1678.92
1147,1888.74,0
1148,1209.37,0
1149,1077.53,1383.33
1150,1148.77,1368.14
1151,0,3119.5
1152,1893.07,1380.14
1153,2297.75,2624.05
1154,1396.37,1123.23
1155,1425.18,484.61
1156,1751.77,831.42
1157,0,275.18
1158,743.06,1515.15
1159,1155.18,0
1160,1769.04,2814.26
1161,1437.35,0
1162,2060.44,732.42
1163,429.61,925.72
1164,1417.75,559.26
1165,577.55,245.22
1166,814.33,2190.25
1167,853.34,1261.88
1168,2276.75,837.17
1169,1613.56,964.47
1170,1894.86,1656.73
1171,0,1517.19
1172,2936,2184.26
1173,1918.77,657.07
1174,1584.79,1561.53
1175,2071.11,2497.01
1176,1559.24,941.9
1177,0,829.74
1178,791.14,1765.48
1179,3423.76,457.93
1180,3065.72,1315.33
1181,1208.4,1209.15
1182,879.49,2720.56
1183,1035.89,1124.49
1184,1513.16,675.83
1185,2902.76,1746.29
1186,711.82,0
1187,2205.07,398.01
1188,1554.33,1390.49
1189,708.94,0
1190,2100.77,1034.46
1191,747.41,1062.7
1192,924,2354.4
1193,0,900.85
1194,695.34,404.6
1195,1969.68,578.82
1196,0,2992.22
1197,1183.23,2637.59
1198,1451.16,1320.46
1199,2419.11,679.64
1200,1530.72,579.14
1201,1720.75,1292.98
1202,1576.04,1931.81
1203,3375.76,1179.94
1204,659.69,1286.9
1205,3034.39,2293.95
1206,1310.62,1870.91
1207,2525.25,1964.31
1208,770.21,3512.94
1209,1831.5,2986.51
1210,1582.58,1707.75
1211,826.83,914.81
1212,0,685.59
1213,276.4,2122.81
1214,2412.49,1263.44
1215,410.45,1235.74
1216,445.4,2902.23
1217,0,5681.82
1218,3820.03,400.64
1219,0,1011.53
1220,0,126.17
1221,2221.34,1981.77
1222,1199.38,0
1223,943.22,681.66
1224,1785.98,390.82
1225,1916.36,0
1226,505.31,0
1227,3014.31,1536.1
1228,1896.46,1927.53
1229,1561.97,3815.9
1230,1021.89,1093.16
1231,1861.82,0
1232,1654.4,1631.43
1233,1536.54,1663.2
1234,1853.08,494.59
1235,1128.38,951.9
1236,1307.95,804.46
1237,1623.15,1037.94
1238,1518.83,1676.75
1239,1374,2659.57
1240,2842.93,1930.71
1241,1169.72,786.5
1242,591.02,1212.54
1243,1154.4,2911.21
1244,1301.93,0
1245,646.28,1362.74
1246,1139.6,872.83
1247,204.02,811.43
1248,1433.52,1486.41
1249,746.91,1770.76
1250,2556.35,1214.67
1251,2020.94,590.84
1252,2436.76,1302.23
1253,1576.69,1158.08
1254,1141.04,1695.05
1255,946.24,3787.88
1256,704.25,2235.8
1257,757.18,2160.1
1258,1387,1429.25
1259,675.1,350.09
1260,693.56,1343.87
1261,567.58,842.46
1262,1516.3,5617.98
1263,2333.72,1464.45
1264,842.99,1230.01
1265,560.59,2596.95
1266,1239.4,0
1267,621.94,2130.18
1268,1226.11,1180.92
1269,2506.27,572.74
