ID_must,1650_59,1660_69
1364,96.48,227.17
1365,0,1733.67
1366,1296.01,987.17
1367,1359.93,1984.13
1368,1144.47,231
1369,388.55,1440.32
1370,1241.69,0
1371,1028.38,3436.43
1372,704.32,1583.99
1373,542.74,1071.92
1374,807.75,2007.38
1375,450.86,716.18
1376,1111.15,1960.87
1377,2696.46,199.48
1378,1330.23,0
1379,3269.33,661.88
1380,7.26,0
1381,0,645.16
1382,184.6,1482.21
1383,2667.6,802.84
1384,496.24,1506.59
1385,410.87,780.88
1386,0,1870.69
1387,0,1723.37
1388,941.49,813.58
1389,134.09,1351.91
1390,317.49,1075.29
1391,354.01,1070.33
1392,774.59,1120.32
1393,421.69,1883.01
1394,0,3614.62
1395,266.81,1480.9
1396,0,1360
1397,148.61,1751.41
1398,79.9,1270.17
1399,407.96,1457.08
1400,1213.46,2175.26
1401,1377.67,114.26
1402,1494.4,9317.33
1403,1075.45,1231.53
1404,1100.75,1605.73
1405,1417.34,588.32
1406,3931.4,1767.05
1407,472.33,849.55
1408,1665.28,1548.42
1409,883.32,820.08
1410,1388.39,523.42
1411,0,431.41
1412,4106.28,1248.33
1413,1596.71,752.03
1414,747.66,502.81
1415,1353.54,730.55
1416,692.24,1349.83
1417,152.41,465.62
1418,1991.2,2354.67
1419,0,1408
1420,281.33,428.66
1421,1592.36,1067.94
1422,992.06,1232.94
1423,2703.26,1395.67
1424,114.73,480.54
1425,3187.12,236.27
1426,1207.36,556.64
1427,1462.17,1759.41
1428,451.06,2567.65
1429,1025.9,2730.28
1430,1692.05,2263.38
1431,0,7011.39
1432,1193.13,2642.25
1433,1286.81,2698.9
1434,1913.27,425.77
1435,0,2828.37
1436,631.21,2377.84
1437,1303.5,969.83
1438,1305.63,622.79
1439,3100.22,1827.78
1440,2678.17,2940.18
1441,686.89,319.2
1442,576.37,0
1443,1415.93,0
1444,0,0
1445,420.43,1706.48
1446,543.54,0
1447,414.32,1264.02
1448,698.81,2130.68
1449,659.85,466.06
1450,360.36,1190.48
1451,582.86,0
1452,586.92,844.06
1453,602.22,1557.49
1454,0,1037.42
1455,519.19,1126.13
1456,710.23,1095.58
1457,5952.38,786.43
1458,662.95,0
1459,55.64,1165.92
1460,844.95,2103.05
1461,51.05,1420.53
1462,210.22,1152.75
1463,250.16,1476.21
1464,181.16,1250
1465,1776.8,1451.21
1466,174.86,3880.44
1467,0,984.47
1468,459.56,1239.99
1469,0,894.45
1470,802.29,587.15
1471,702,618.62
1472,1637.73,0
1473,657.4,2282.63
1474,660.57,1537.28
1475,530.93,4958.05
1476,63.82,317.76
1477,1926.72,786.78
1478,1055.67,194.01
1479,602.68,894.3
1480,896.92,2520.71
1481,1354.22,917.1
1482,1531.91,2281.49
1483,2386.4,1174.1
1484,1543.25,365.96
1485,2301.99,1227.5
1486,782.88,0
1487,1516.34,2113.05
1488,3487.67,467.22
1489,613.12,1207.03
1490,1666.07,224.46
1491,590.32,606.27
1492,1426.02,1063.41
1493,603.77,1068.01
1494,348.56,0
1495,1049.65,0
1496,837.05,0
1497,2020.57,1444.95
1498,854.91,1316.17
1499,1844.62,797.52
1500,2279.91,911.83
1501,859.53,1092.73
1502,604.76,1695.07
1503,1529.51,922.8
1504,1499.9,741.63
1505,1096.17,556.96
1506,920.08,981.51
1507,2158.1,1062.13
1508,2495.52,1086.2
1509,2364.07,491.55
1510,1713,1303.07
1511,694.73,324.82
1512,1789.73,114.43
1513,1898.23,761.77
1514,534.5,542.59
1515,0,669.29
1516,0,1379.31
1517,1492.73,0
1518,1482.36,0
1519,2039.99,0
1520,1040.76,0
1521,1099.06,0
1522,500.43,0
1523,1094.96,0
1524,535.5,0
1525,0,0
1526,567.67,0
1527,1511.51,1360.89
1528,2078.53,0
1529,1465.72,0
1530,942.86,474.91
1531,2172.4,1746.48
1532,0,0
1533,603.24,357.96
1534,0,0
1535,688.29,0
1536,444.31,1822.25
1537,1058.47,1131.44
1538,0,1038.84
1539,0,2044.99
1540,796.84,2185.94
1541,385.13,490.62
1542,572.18,2207.21
1543,3091.67,472.37
1544,1567.5,1905.44
1545,424.85,2614
1546,841.83,446.58
1547,588.17,696.71
1548,614.95,1350.63
1549,517.04,2204.59
1550,825.99,1122.55
1551,620.48,0
1552,1013.99,2010.5
1553,1150.75,2128.85
1554,442.11,385.65
1555,570.43,1030.81
1556,3999.08,2641.76
1557,1494.29,892.86
1558,2034.12,2904.21
1559,2233.47,0
1560,1463.16,94.97
1561,1582.74,0
1562,764.33,13.58
1563,1307.5,425.53
1564,451.6,2293.58
1565,1008.12,1008.17
1566,79.66,1373.73
1567,1389.52,53.22
1568,1688.76,210.54
1569,93.82,493.95
1570,949.51,146.99
1571,743.25,1340.33
1572,2051.02,265.53
1573,1009.94,0
1574,1543.74,3283.7
1575,1259.92,0
1576,2090.57,0
1577,1309.76,0
1578,1178.11,430.29
1579,2041.51,0
1580,0,369.73
1581,1079,450.18
1582,1012.17,1635.81
1583,2127.03,3302.15
1584,2767.19,2093.22
1585,1452.48,7881.28
1586,461.43,1716.5
1587,0,172.55
1588,350.34,150.78
1589,789.03,63.03
1590,1680.78,0
1591,1358.83,0
1592,1581.25,2183.88
1593,1591.01,1115.75
1594,1539.9,1082.45
1595,1425.7,2049.18
1596,1194.6,897.41
1597,726.68,270.79
1598,1381.22,3453.71
1599,1607.86,2037.85
1600,0,358.49
1601,1453.19,575.39
1602,1643.39,1388.35
1603,0,1079.26
1604,134.21,1804.35
1605,4644.81,1130.19
1606,2383.98,395.66
1607,560.22,0
1608,835.42,405.85
1609,849.01,1753.39
1610,1064.76,1484.61
1611,0,1585.69
1612,0,1032.24
1613,1161.81,948.08
1614,318.73,2281.89
1615,304.88,1240.47
1616,1864.01,2534.74
1617,1910.83,734.65
1618,1010.63,1430.06
1619,528.57,1024.94
1620,1858.36,1308.22
1621,775.58,0
1622,11125.35,1769.06
1623,309.69,1159.64
1624,2371.12,1075.08
1625,347.39,383.44
1626,853.97,1952.79
1627,1116.9,1542.97
1628,56.38,2184.53
1629,659.66,1226.99
1630,941.69,1861.5
1631,1930.37,1357.2
1632,406.17,3334.95
1633,690.25,1119.34
1634,248.11,813.01
1635,1090.07,912.41
1636,1326.28,1307.46
1637,722.86,816.99
1638,1600.23,3734.56
1639,651.37,0
1640,4480.06,1863.84
1641,3421.79,3685.85
1642,2018.16,745.02
1643,304.4,1003.61
1644,414.73,1277.55
1645,0,612.56
1646,2007.67,1887.15
1647,3048.91,1905.05
1648,319,523.01
1649,2068.35,2279.46
1650,2691.85,4175.37
1651,2669.77,0
1652,935.36,110.96
1653,1577.76,980.15
1654,643.06,809.33
1655,606.61,1660.87
1656,2278.15,3167.06
1657,1159.05,1979.08
1658,928.42,916.8
1659,2804.03,460.43
1660,737.33,2447.38
1661,1219.51,352.11
1662,8620.69,892.68
1663,5689.9,1073.83
1664,1037.34,1750.29
1665,6369.43,1056.08
1666,122.9,547.95
1667,1396.4,484.73
1668,777.24,112.61
1669,1114.94,590.15
1670,1478.42,1806.01
1671,1888.22,1803.22
1672,270.93,674.51
1673,294.81,957.82
1674,293.19,1083.3
1675,1274.48,1092.22
1676,0,0
1677,332.74,1077.05
1678,0,255.98
1679,129.28,0
1680,0,1912.44
1681,1410.5,2536.18
1682,851.2,0
1683,1091.26,190.78
1684,1369.11,577.62
1685,377.2,0
1686,569.96,1463.52
1687,559.6,364.03
1688,4116.17,0
1689,409.5,0
1690,1053.23,0
1691,1766.06,3412.62
1692,565.66,3233.43
1693,0,1798.56
1694,1253.88,1304.46
1695,1251.76,826.87
1696,5577.01,949.31
1697,1861.66,347.8
1698,1417.77,960.49
1699,136.39,1400.79
1700,549,695.8
1701,894.61,2741.46
1702,784.52,779.18
1703,1666.55,0
1704,1095.29,1422.74
1705,0,1950.59
1706,969.97,521.92
1707,335.06,941.49
1708,2391.24,815.01
1709,392.31,1245.28
1710,223.83,1540.44
1711,287.91,2258.7
1712,2343.14,789.1
1713,2493.39,4973.77
1714,2927.94,2107.75
1715,2485.31,1284.91
1716,499.86,0
1717,953.29,0
1718,940.62,701.51
1719,197.19,943.32
1720,285.61,1408.02
1721,1827.71,278.09
1722,0,697.27
1723,831.35,1894.32
1724,2272.73,619.2
1725,631.84,2200.54
1726,1016.11,2085.2
1727,1350.62,3066.7
1728,1117.99,0
1729,868.16,1384.87
1730,1013.97,9032.26
1731,0,624.38
1732,1221.68,279.84
1733,150.06,1609.01
1734,0,4494.38
1735,577.13,2429.64
1736,1769.69,2296.21
1737,832.18,2019.52
1738,1304.74,1677.69
1739,1406.47,671.61
1740,311.69,782.52
1741,2102.2,1221.44
1742,1155.82,1582.28
1743,536.19,0
1744,1229.66,552.54
1745,3677.12,1551.35
1746,1191.91,2953.2
1747,312.13,1710.31
1748,640.37,2137.89
1749,455.24,1076.43
1750,987.47,2285.9
1751,879.12,1795.13
1752,224.1,993.05
1753,1374.79,0
1754,856.9,585.99
1755,2633.47,0
1756,883.84,0
1757,1362.99,557.97
1758,452.19,2000.57
1759,1199.66,1906.94
1760,1525.58,1899.83
1761,655.2,1911.71
1762,1342.79,1219.51
1763,1422.2,2291.63
1764,1888.57,602.92
1765,485.2,980.39
1766,699.13,938.63
1767,993.87,1877.8
1768,597.67,424.94
1769,950.86,4637.21
1770,404.67,2609.38
1771,0,1727.62
1772,2129.17,0
1773,1724.58,0
1774,2053.75,0
1775,855.19,2291.56
1776,1176.1,1257.32
1777,943.72,512.82
1778,963.57,1269.04
1779,1948.26,1234.57
1780,715.31,0
1781,945.88,381.8
1782,695.29,1046.89
1783,1676.13,242.42
1784,0,1281.3
1785,0,833.75
1786,709.47,1311.96
1787,825.08,1016.07
1788,251.26,885.4
1789,2192.98,4527.61
1790,0,1508.73
1791,4739.34,1660.1
1792,251.82,1056.25
1793,0,1133.36
1794,921.42,0
1795,0,0
1796,588,240.93
1797,1319.29,0
1798,1102.61,0
1799,2845.15,0
1800,1041.87,1353.09
1801,624.06,0
1802,1234.98,0
1803,1106.87,1262.17
1804,437.92,1486.13
1805,1552.49,683.87
1806,1400.71,311.88
1807,936.62,934.29
1808,1370.86,2996.12
1809,1160.15,1942.22
1810,593.77,166.92
1811,1833.69,316.36
1812,770.54,1983
1813,0,597.09
1814,923.65,612.56
1815,990.75,2329.13
1816,993.3,2303.01
1817,0,5900.18
1818,1254.12,2711.34
1819,510.74,3090.28
1820,500,1618.81
1821,1086.76,645.57
1822,1565.02,1283.16
1823,239.75,746.49
1824,1423.83,391.74
1825,1465.97,608.79
1826,889.15,792.56
1827,2082.26,1067.76
1828,983.57,760.05
1829,104.43,1053.8
1830,1506.89,977.81
1831,972.73,1062.53
1832,2560.5,1145.42
1833,268.24,820.94
1834,1171.01,1015.4
1835,623.54,0
1836,766.39,522.58
1837,1924.76,0
1838,1619.63,0
1839,1006.07,0
1840,1235.91,0
1841,590.34,1320.66
1842,3099.55,1386.32
1843,809.55,2011.17
1844,781.7,0
1845,1515.73,0
1846,2523.37,1850.38
1847,1949.95,3279.76
1848,2317.62,3626.47
1849,1358.75,1309.9
1850,2051.25,1756.17
1851,2030.02,965.25
1852,1646.72,536.14
1853,1589.49,656.22
1854,1646.09,997.67
1855,2176.8,1589.61
1856,345.07,1164.48
1857,914.63,3391.75
1858,928.16,1815.14
1859,192.6,1405.34
1860,0,0
1861,1431.64,710.23
1862,4843.83,519.4
1863,2198.1,1722.69
1864,1223.03,810.23
1865,748.62,1112.83
1866,1720.68,1483.71
1867,1468.96,805.8
1868,133.65,1071.05
1869,1030.58,484.18
1870,153.37,246.18
1871,1605.21,565.93
1872,591.89,1230.62
1873,1411.62,906
1874,2561.18,714.97
1875,859.39,1387.28
1876,356.52,827.13
1877,91.38,2470.15
1878,131.65,889.48
1879,1047.58,1102.13
1880,0,985.8
1881,1027.09,0
1882,0,1269.04
1883,908.08,1329.88
1884,0,762.92
1885,512.16,0
1886,797.61,451.26
1887,1516.41,603.99
1888,996.55,1557.85
1889,1475.58,506.76
1890,1251.51,828.16
1891,747.61,0
1892,1117.18,1950.44
1893,807.75,327.23
1894,1323.87,0
1895,1903.25,736.07
1896,1125.29,1618
1897,1634.53,788.26
1898,0,1734.52
1899,1567.4,799.62
1900,348.11,865.3
1901,928.05,4297.99
1902,865.37,308.49
1903,562.25,1797.97
1904,0,547.77
1905,310.75,1007.9
1906,289.24,0
1907,172.83,546.6
1908,384.53,607.66
1909,1257.15,651.04
1910,0,527.6
1911,831.72,2184
1912,1517.84,437.72
1913,423.38,605.69
1914,333.33,0
1915,110.94,1210.1
1916,289.73,630.36
1917,1165.54,1349.39
1918,0,535.76
1919,998.81,405.41
1920,1229.25,0
1921,1008.26,3292.55
1922,1409.95,2271.99
1923,1287.53,1779.54
1924,1159.42,740.01
1925,3094.93,471.99
1926,0,1532.19
1927,1278.91,4503.62
1928,3747.87,955.61
1929,909.02,289.93
1930,517.09,179.8
1931,1906.3,0
1932,1517.24,30.66
1933,1577.91,260.1
1934,1643.61,523.6
1935,562.75,584.43
1936,1262.63,199.72
1937,0,0
1938,1669.45,466.98
1939,939.55,232.45
1940,0,369.9
1941,1096.64,1694.68
1942,2565.37,2576.43
1943,1547.3,2768.11
1944,1544.5,5357.57
1945,0,1258.02
1946,2138.65,2772.79
1947,1733.1,1165.97
1948,1047.02,1394.27
1949,1713.67,771.17
1950,2064.37,1477.65
1951,2406.21,794.68
1952,0,2166.85
1953,575.11,1363.11
1954,191.72,423.59
1955,806.53,2745.24
1956,1393.87,1018.53
1957,3646.97,6024.1
1958,474.13,0
1959,752.45,469.29
1960,1293.62,470.23
1961,433.85,0
1962,464.76,5000
1963,3046.84,2634.83
1964,3089.46,0
1965,3213.13,125.35
1966,5541.33,250.75
1967,833.17,1143.02
1968,709.14,1982.08
1969,1421.24,4178.13
1970,0,1857.8
1971,0,1668.65
1972,1904.36,1282.94
1973,0,1824.03
1974,1710.24,2046.85
1975,3089.99,1002.27
1976,410.35,3200.39
1977,183.91,1741.67
1978,0,891.27
1979,1331.5,0
1980,1473.18,236.01
1981,0,500.08
1982,1224.63,0
1983,271.67,661.98
1984,917.43,0
1985,1054.78,283.86
1986,1164.14,0
1987,116.17,181.44
1988,1501.69,0
1989,1078.52,1601.87
1990,797.24,675.39
1991,891.73,212.27
1992,446.03,124.05
1993,363.37,1821.49
1994,757.68,660.5
1995,841.4,1379.12
1996,1021.28,4240.28
1997,391.85,269.18
1998,1409.11,376.94
1999,2270.15,2844.09
2000,617.06,1729.36
2001,1290.22,2283.11
2002,451.59,4098.36
2003,0,0
2004,2465.96,0
2005,1112.97,304.14
2006,771.75,375.8
2007,3246.75,0
2008,1479.29,0
2009,0,35.09
2010,1248.44,10.75
2011,1336.02,0
2012,246.95,319.95
2013,2279.68,168.31
2014,0,0
2015,0,146.58
2016,2065.84,542.31
2017,1288.53,1562.99
2018,0,3236.9
2019,570.71,0
2020,251.76,0
2021,1248.44,43.02
2022,192.79,595.07
2023,1191.95,319.39
2024,588.53,744.74
2025,179.69,252.08
2026,1232.13,128.36
2027,1410.19,252.78
2028,292.44,734.43
2029,451.04,1023.4
2030,272.41,543.97
2031,413.52,1245.5
2032,723.83,1790.54
2033,703.67,2103.33
2034,707.05,0
2035,270.14,1061.57
2036,785.94,1123
2037,138.14,1864.99
2038,0,0
2039,676.02,559.4
2040,676.43,474.87
2041,686.11,2839.01
2042,0,1840.7
2043,219.03,423.37
2044,268.96,246.79
2045,1751.83,1448.08
2046,1791.28,2349.72
2047,462.83,0
2048,2418.02,0
2049,252.61,2678.09
2050,379.18,1654.49
2051,1329.71,302.57
2052,1437.77,2330.43
2053,517.96,1920.95
2054,425.48,1679.2
2055,0,2402.33
2056,51.27,0
2057,1892.35,4448.61
2058,832.64,6739.03
2059,1295.34,662.11
2060,364.33,951.53
2061,838.53,901.85
2062,1499.89,561.15
2063,772.36,470.37
2064,3817.83,2169.99
2065,311.94,157.68
2066,782.48,823.5
2067,0,809.76
2068,419.09,744.94
2069,565.94,1307.31
2070,0,1888.65
2071,1517.94,1613.07
2072,0,2611.7
2073,1346.7,1699.01
2074,1204.22,1962.95
2075,0,190.55
2076,1605.78,756.28
2077,1421.08,958
2078,906.45,523.91
2079,1385.48,647.67
2080,1759.01,1487.21
2081,1104.58,264.45
2082,953.25,884.56
2083,0,0
2084,886.52,235.27
2085,1455.37,827.39
2086,1842.41,0
2087,1750.9,1874.67
2088,840.17,1209.75
2089,1119.82,3249.08
2090,0,1727.31
2091,0,405.21
2092,0,535.05
2093,0,611.75
2094,0,1189.46
2095,0,0
2096,1276.32,831.43
2097,0,471.25
2098,2830.86,0
2099,0,751.05
2100,0,483.79
2101,0,476.72
2102,1300.39,790.27
2103,0,896.99
2104,630.52,636.2
2105,1358.7,1321.91
2106,0,1132.32
2107,0,1278.36
2108,0,1430.91
2109,0,330.23
2110,0,1187.3
2111,0,1353.18
2112,0,0
2113,0,1825.65
2114,0,1431.3
2115,0,2123.89
2116,0,378.79
2117,0,1142.49
2118,0,747.05
2119,0,4719.21
2120,0,1532.32
2121,0,1595.5
2122,0,545.91
2123,0,871.45
2124,0,337.87
2125,0,2038.94
2126,0,0
2127,0,2371.07
2128,0,1713.31
2129,0,1328.36
2130,0,0
2131,0,1652.12
2132,0,1320.33
2133,0,773.4
2134,0,493.46
2135,696.38,1407.35
2136,0,730.06
2137,0,0
2138,0,1780.53
2139,0,4071.94
2140,0,253.06
2141,0,1078.53
2142,0,1159.85
2143,0,0
2144,0,0
2145,0,87.18
2146,0,15.66
2147,0,1844.17
2148,0,4106.48
2149,0,3427.59
2150,0,488.26
2151,0,1442.11
2152,0,0
2153,0,1287.73
2154,0,195.6
2155,0,1043.02
2156,0,1786.87
2157,0,1227.5
2158,0,2013.76
2159,0,2061.15
2160,0,0
2161,0,1213.12
2162,0,1772.57
2163,0,3161.22
2164,0,1181.37
2165,0,2576.08
2166,0,2024.83
2167,0,935.45
2168,0,1966.68
2169,0,1160.48
2170,0,829.53
2171,0,731
2172,0,1172.08
2173,0,1318.22
2174,0,1326.04
2175,0,652.9
2176,0,234.15
2177,0,1519.67
2178,0,2245
2179,0,2903.18
2180,0,1955.96
2181,0,356.67
2182,0,967.95
2183,0,2434.31
2184,0,0
2185,0,1796.41
2186,0,0
2187,0,999.64
2188,0,1330.87
2189,0,1793.72
2190,0,2125.73
2191,0,855.61
2192,0,1032.66
2193,0,1651.98
2194,0,1314.06
2195,0,1072.27
2196,0,981.61
2197,0,669.57
2198,0,1333.46
2199,0,384.87
2200,0,1914.82
2201,0,79.57
2202,0,290.61
2203,0,0
2204,0,2561.76
2205,0,737.03
2206,0,791.69
2207,0,518.1
2208,0,2345.51
2209,0,2173.54
2210,1295.73,1654.05
2211,1606.34,1370.13
2212,1083.2,2172.87
2213,1522.84,0
2214,1163.03,1849.57
2215,1106.68,0
2216,420.7,0
2217,937.83,126.36
2218,881.82,0
2219,3019.45,438.85
2220,1002.3,833.89
2221,467.51,557.43
2222,1362.07,436.87
2223,592.3,895.35
2224,0,756.58
2225,2906.13,717.53
2226,2398.49,1067.92
2227,731.26,1781.7
2228,420.79,1905.97
2229,601.68,1794.99
2230,504.03,0
2231,780.03,1159.76
2232,1253.36,1274.37
2233,836.82,1620.64
2234,753.24,260.28
2235,0,0
2236,360.36,0
2237,0,0
2238,0,405.52
2239,1240.57,1313.5
2240,180.2,1811.72
2241,663.97,862.49
2242,0,0
2243,689.92,3713.09
2244,1920.42,0
2245,955.11,845.45
2246,236.41,1140.25
2247,1770.65,2495.54
2248,0,0
2249,1390.93,986.19
2250,215.98,1203.21
2251,484.26,1233.86
2252,838.22,2916.27
2253,5114.08,574.38
2254,258.13,2101.58
2255,0,203.87
2256,2667.26,1196.38
2257,729.13,1212.12
2258,3267.43,1805.05
2259,1613.77,246.31
2260,0,455.58
2261,0,1420.2
2262,1065.87,608.46
2263,0,1823.87
2264,575.41,1506.59
2265,1341.56,1504.89
2266,2552.97,2077.27
2267,1136.36,1466.98
2268,1049.23,930.68
2269,852.03,1139.06
2270,915.12,1693.38
2271,1499.25,1013.61
2272,838.22,820.68
2273,0,1816.86
2274,0,738.69
2275,1463.41,1990.9
2276,5434.78,678.61
2277,0,584.45
2278,0,519.48
2279,0,233.29
2280,0,1709.77
2281,2735.61,1083.5
2282,1123.37,2783.83
2283,0,0
2284,622.12,5089.06
2285,0,1234.57
2286,106.78,541.13
2287,255.75,1511.28
2288,876.91,594.43
2289,1117.91,1029.65
2290,155.59,3105.59
2291,0,319.08
2292,367.51,1463.41
2293,0,1466.63
2294,379.29,1885.01
2295,0,1278.03
2296,63.77,1748.63
2297,1723.14,0
2298,252.7,1243.78
2299,0,1858.38
2300,1055.97,0
2301,0,1268.03
2302,0,592.6
2303,0,308.73
2304,0,854.46
2305,0,1035.06
2306,774.09,736.53
2307,2611.99,1488.1
2308,1219.51,1443.96
2309,383.11,1044.43
2310,0,2103.52
2311,0,1456.44
2312,3442.31,857.09
2313,1391.3,772.25
2314,1119.12,1833.88
2315,3458.43,637.61
2316,323.01,348.79
2317,375.66,221.73
2318,1208.64,1632.17
2319,1749.27,1394.62
2320,0,846.74
2321,3411.22,490.82
2322,0,657.89
2323,273.45,654.52
2324,578.37,528.4
2325,335.4,913.43
2326,0,3035.88
2327,6756.76,4119.69
2328,1679.26,1967.43
2329,0,2243.5
2330,1917.55,1654.91
2331,1984.62,2561.26
2332,63.05,0
2333,552.4,613.08
2334,187.62,0
2335,835.77,1917.42
2336,193.12,800.87
2337,959.69,1594.6
2338,1965.27,2754.82
2339,252.91,242.22
2340,394.63,2306.1
2341,0,1256.42
2342,1742.16,1795.81
2343,1222.42,1314.49
2344,188.64,2350.93
2345,0,0
2346,1151.68,1432.43
2347,0,1839.59
2348,0,2475.2
2349,995.69,1695.44
2350,845.31,2618.19
2351,484.93,2463.43
2352,5422.95,690.43
2353,1476.97,829.36
2354,910.16,1465.56
2355,407.21,1406.9
2356,0,2180.34
2357,976.51,567.89
2358,1703.69,1051.6
2359,431.31,812.68
2360,529.24,932.57
2361,1171.42,1017.64
2362,0,3273.12
2363,575.48,2086.47
2364,1683.27,1720.87
2365,0,715.87
2366,4419.56,720.41
2367,0,480.37
2368,942.29,926.35
2369,2166.25,0
2370,0,499.75
2371,0,462.36
2372,0,859.48
2373,0,1030.82
2374,0,1120.45
2375,1622.54,166.88
2376,1695.82,950.8
2377,811.62,1330.89
2378,1751.18,426.99
2379,0,1395.35
2380,192.03,2173.84
2381,0,864.44
2382,854.69,535.56
2383,918.35,1569.79
2384,669.39,1462.32
2385,842.98,2141.1
2386,942.4,2463.74
2387,1168.77,612.37
2388,402.43,0
2389,527.84,1137.66
2390,0,585.82
2391,538.87,1259.45
2392,2950.19,987.46
2393,0,4914
2394,0,220.74
2395,646.41,0
2396,425.84,526.87
2397,1317.52,1233.32
2398,1294.99,1255.21
2399,514.14,942.45
2400,402.31,261.14
2401,0,553.4
2402,1538.8,711.29
2403,1082.8,547.76
2404,437.99,972.36
2405,0,460.72
2406,406.45,348.42
2407,1813.81,1901.74
2408,1198.73,1465.68
2409,114.65,3402.46
2410,1023.02,526.21
2411,0,482.1
2412,1446.97,458.32
2413,2062.92,666.77
2414,0,1971.3
2415,0,529.66
2416,0,794.69
2417,339.39,1456.98
2418,0,703.14
2419,4949.75,145.33
2420,1200.48,1311.34
2421,0,970.4
2422,863.51,1756.22
2423,2301.5,2283.11
2424,0,1137.23
2425,3007.52,1258.68
2426,0,922.08
2427,0,0
2428,0,0
2429,0,667.5
2430,931.1,3715.29
2431,1003.87,0
2432,787.15,0
2433,1438.16,2197.8
2434,3419.64,0
2435,549.05,0
2436,2383.08,796.32
2437,811.46,739.16
2438,0,255.12
2439,0,669.17
2440,420.7,505.9
2441,924.7,540.25
2442,2453.99,1901.24
2443,122.07,1271.46
2444,501,1403.4
2445,0,698.16
2446,818.87,1044.99
2447,3078.65,2170.54
2448,737.55,1589.83
2449,2145.5,6458.56
2450,3305.09,720.08
2451,3173.09,1144.01
2452,0,543.67
2453,0,890.5
2454,1075.27,858.37
2455,289.27,191.31
2456,794.23,1174.17
2457,0,1424.91
2458,379.67,755.1
2459,0,740.57
2460,1244.71,704.1
2461,1808.32,1013.47
2462,629.06,454.67
2463,1381.49,0
2464,0,1067.81
2465,1320.31,0
2466,1295.67,787.28
2467,760.46,1502.5
2468,0,0
2469,892.4,502.4
2470,1985.44,670.02
2471,0,558.04
2472,607.53,1086.56
2473,1082.1,983.51
2474,0,2619.28
2475,1055.97,2355.46
2476,0,669.76
2477,0,0
2478,0,1130
2479,0,1118.03
2480,0,0
2481,0,599.52
2482,3484.32,2244.66
2483,741.7,1709.4
2484,1357.88,2233.01
2485,1409.11,1509.12
2486,1490.31,3123.61
2487,1095.29,0
2488,3937.01,0
2489,3051.88,1169.59
2490,2019.32,1661.13
2491,2041.56,1536.1
2492,508.13,0
2493,0,0
2494,1644.44,0
2495,1593.5,1734.61
2496,0,1675.39
2497,1693.06,632.04
2498,260.47,0
2499,257.2,860.62
2500,0,497.53
2501,2184.36,297.71
2502,2382.37,0
2503,1042.54,1101.17
2504,0,997.39
2505,702.74,1893.8
2506,221.93,2033.85
2507,0,1171.97
2508,0,1741.87
2509,0,2905.49
2510,0,241.76
2511,670.78,908.41
2512,1133.31,501.15
2513,324.99,931.23
2514,1412.93,821.24
2515,0,0
2516,1708.04,740.06
2517,1294.67,0
2518,0,250.06
2519,1166.86,1492.9
2520,0,1920.2
2521,4091.17,133.17
2522,0,553.76
2523,2238.14,0
2524,589.1,0
2525,613.37,443.03
2526,0,1310.31
2527,1032.35,1172.49
2528,0,1074.88
2529,0,1084.77
2530,0,913.71
2531,0,0
2532,0,1712.33
2533,0,3429.17
2534,0,829.07
2535,0,1675.04
2536,0,1993.93
2537,0,2234.46
2538,0,0
2539,0,0
2540,0,736.74
2541,0,455.42
2542,0,787.12
2543,0,3898.92
2544,0,1639.49
2545,0,3555.56
2546,0,956.88
2547,0,978.87
2548,322.11,471.35
2549,2702.47,0
2550,0,1342.67
2551,0,1153.95
2552,317.26,785.63
2553,0,0
2554,0,1239.95
2555,0,501.05
2556,0,4058.56
2557,0,2269.27
2558,0,398.15
2559,0,398.06
2560,0,1898.56
2561,1011.12,1558.54
2562,0,250.93
2563,0,0
2564,2482.09,494.15
2565,0,80.71
2566,0,230.36
2567,0,978.91
2568,0,0
2569,0,0
2570,0,805.8
2571,0,802.57
2572,0,325.04
2573,0,408.08
2574,0,465.3
2575,935.89,667.66
2576,1166.97,510.26
2577,734.93,822.53
2578,969.6,0
2579,0,1204.03
2580,0,258.79
2581,0,224.94
2582,0,373
2583,0,593.85
2584,0,725.15
2585,0,627.35
2586,0,1209.24
2587,0,991.08
2588,0,1086.16
2589,893.03,1185.58
2590,747.94,2163.43
2591,909.42,1450.52
2592,0,1698.99
2593,1343.31,196.14
2594,0,1883.83
2595,1012.83,1350.44
2596,1016.26,536.68
2597,727.8,3176.84
2598,1082.92,1379.83
2599,2205.28,543.58
2600,0,2808
2601,0,700.28
2602,1068.54,0
2603,1424.69,1821.49
2604,0,1611.17
2605,425.38,0
2606,617.28,1311.25
2607,1107.67,1413.76
2608,3054.99,1522.07
2609,1006.37,368.81
2610,6907.89,1561.02
2611,902.93,5265.37
2612,1168.93,1658.68
2613,2298.85,5611.46
2614,2243.27,6042.3
2615,431.97,0
2616,41.28,1243.91
2617,403.71,2401.64
2618,0,1525.31
2619,858.43,819.17
2620,0,1797.45
2621,0,1756.39
2622,0,0
2623,0,649.35
2624,0,1755.41
2625,1034.13,734.45
2626,0,2841.85
2627,2476.15,1374.26
2628,651.04,370.85
2629,1737.24,1319.45
2630,729.93,1171.18
2631,334.77,800.64
2632,199.68,1266.99
2633,1885.01,397.61
2634,2770.56,1708.57
