ID_must,1650_59,1660_69
859,741.17,168.87
860,903.05,1107.32
861,523.56,713.86
862,0,0
863,870.7,687.76
864,1134.56,0
865,797.19,616.14
866,908.48,136.39
867,629.69,1125.04
868,994.9,1383.07
869,2836.28,629.72
870,1391.44,0
871,1495.19,0
872,2967.23,2625.77
873,1432.94,324.57
874,1182.84,1048.07
875,1883.24,2807.67
876,1234.31,0
877,517.9,965.25
878,267.12,0
879,525.76,0
880,1277.69,736.17
881,55.47,383.43
882,845.56,2267.57
883,551.37,1021.87
884,810.18,653.17
885,626.66,658.04
886,1310.72,354.61
887,692.04,2418.11
888,508.5,676.44
889,766.55,795.54
890,541.41,1189.06
891,121.6,756.72
892,161.93,1209.74
893,934.52,742.39
894,737.21,1160.09
895,482.78,0
896,1403.16,431.65
897,1916.28,349.53
898,1056.57,0
899,1375.14,173.19
900,931.97,1173.56
901,648.67,463.25
902,823.23,1012.15
903,663.13,873.17
904,959.31,872.41
905,679.25,0
906,661.44,1760.98
907,108.64,1736.11
908,1185.89,227.74
909,1408.61,1703.58
910,2387.95,717.07
911,232.07,0
912,457.01,991.43
913,890.47,5034.16
914,309.41,448.75
915,1174.72,1057.81
916,1130.58,412.88
917,182.4,1094.61
918,866.55,987.35
919,670.8,584.34
920,1027.39,3435.74
921,1104.77,2119.9
922,1600.35,1988.74
923,1787.98,1008.67
924,936.86,0
925,458.93,391.7
926,1011.32,0
927,0,1270.4
928,0,724.49
929,2710.37,201.29
930,2885.57,674.67
931,0,438.12
932,1704.87,131.42
933,588.41,106.21
934,818.47,1271.25
935,3142.42,0
936,3105.9,557.62
937,2674.57,661.49
938,384.08,0
939,554.06,338.62
940,1096.35,1061.8
941,1118.78,360.84
942,2727.72,1702.96
943,666.78,570.47
944,1525.45,1457.73
945,280.21,229.36
946,88.45,2804.26
947,981.38,484.53
948,1560.27,461.81
949,1700.25,1284.73
950,993.34,658.33
951,600,0
952,0,603.9
953,2684.23,1243.78
954,1643.49,1034.72
955,1268.96,1037.22
956,1158.99,563.7
957,87.46,1195.46
958,3801.89,775.19
959,2863.1,113.15
960,2253.74,987.14
961,3117.73,6319.2
962,2447.54,900.09
963,995.52,1302.93
964,351.49,488.76
965,0,402.01
966,1630.5,1157.18
967,1630.06,407.17
968,1030.78,467.03
969,1668.14,809.83
970,1111.98,686.11
971,1223.67,1855.9
972,1037.4,1194.96
973,953.55,0
974,612.98,372.56
975,788.76,3519.08
976,3169.57,2932.33
977,901.95,2292.66
978,1186.09,1851.25
979,2114.08,0
980,1325.67,2845.4
981,1199.72,1265.85
982,1190.88,821.31
983,0,543.83
984,641.5,1384.48
985,698.48,426.8
986,1921.49,0
987,2227.17,0
988,1171.88,328.39
989,1866.06,0
990,1023.35,3012.05
991,2511.54,0
992,1452.93,709.72
993,1799.37,598.09
994,2410.12,0
995,1042.31,1628.22
996,851.79,228.15
997,2512.56,766.28
998,358.07,535.91
999,810.44,318.67
1000,2901.92,613.31
1001,295.16,0
1002,534.47,445.63
1003,0,969.93
1004,0,99.32
1005,3269.31,599.16
1006,772.3,335.97
1007,1685.43,2743.33
1008,1817.88,2873.23
1009,2713.16,1294.35
1010,2498.83,216.64
1011,1779.53,759.37
1012,572.15,1431.01
1013,573.39,1136.23
1014,0,1738.44
1015,1340.2,0
1016,777.36,0
1017,1502.81,205.4
1018,1094.32,600.94
1019,277.28,419.21
1020,862.68,2669.16
1021,1066.88,0
1022,1332.97,573.07
1023,0,3755.55
1024,1145.48,2033.27
1025,0,2361.83
1026,2059.69,0
1027,1904.79,199.28
1028,1274.53,427.35
1029,0,1397.82
1030,622.28,836.17
1031,0,888.28
1032,0,809.06
1033,1764.99,1427.5
1034,919.12,1489.41
1035,450.46,660.94
1036,3011.01,1510.7
1037,1443.7,1256.18
1038,2350.93,461.27
1039,1722.53,1485.8
1040,1176.85,873.2
1041,172.19,309.21
1042,1518.68,1114.83
1043,910.05,602.05
1044,3815.07,1136.61
1045,311.92,3030.3
1046,968.64,0
1047,0,1931.99
1048,0,801.2
1049,779.27,727.63
1050,248.76,1606.86
1051,422.65,1298.05
1052,1439.65,3008.65
1053,1244.01,0
1054,1401.63,0
1055,1384.82,0
1056,1051.01,3579.61
1057,1286.36,3211.73
1058,362.2,1240
1059,233.1,3892.31
1060,687.6,2139.8
1061,21.1,669.28
1062,0,659.41
1063,0,678.01
1064,0,1612.38
1065,1131.15,1126.71
1066,0,1002.2
1067,939.26,1306.01
1068,1449.28,1095.88
1069,1581.46,977.07
1070,699.38,1508.91
1071,553.81,1602.35
1072,16.03,1418.44
1073,1425.55,0
1074,465.55,438.17
1075,755.61,1469.82
1076,1194.39,1733.8
1077,1031.16,761.08
1078,1965.11,517.22
1079,1018.8,335.12
1080,424.9,0
1081,158.96,2506.05
1082,1717.08,1776.94
1083,63.73,1070.66
1084,2162.27,1878.52
1085,725.89,1256.86
1086,3980.1,1301.99
1087,0,1125.07
1088,354.77,2598.08
1089,465.38,928.51
1090,0,373.58
1091,1059.58,95.01
1092,524.2,599.81
1093,1743.09,1458.42
1094,748.56,0
1095,1021.84,0
1096,890.38,468.7
1097,883.39,1052.07
1098,3225.81,314.6
1099,2777.78,664.65
1100,258.13,0
1101,1378.36,878.81
1102,675.68,901.71
1103,0,342.31
1104,3448.28,451.47
1105,3061.58,2260.22
1106,929.48,2668.42
1107,0,1109
1108,2677.38,0
1109,495.45,2364.07
1110,668.49,341.57
1111,275.48,1151.41
1112,852.15,0
1113,2753.65,573.32
1114,119.62,1984.9
1115,0,1219.51
1116,137.29,450.18
1117,578.49,1765.23
1118,346.86,0
1119,887.19,2032.98
1120,707.51,545.71
1121,945.1,730.48
1122,1589.19,511.8
1123,0,1684.35
1124,0,971.75
1125,477.78,1613.78
1126,947.64,1378.23
1127,0,1469.46
1128,0,1366.2
1129,0,1217.22
1130,392,2420.36
1131,1773.66,1910.92
1132,220.41,1162.74
1133,530.71,1651.53
1134,861.53,756.57
1135,257.48,0
1136,0,596.66
1137,378.89,720.98
1138,0,833.33
1139,0,1460.92
1140,0,2164.5
1141,0,12084.59
1142,1048.22,197.45
1143,0,906.69
1144,0,2018.26
1145,1488.1,782.09
1146,532.23,544.51
1147,171.7,0
1148,750.64,0
1149,1203.47,1830.25
1150,765.84,355.72
1151,0,159.97
1152,1512.51,1080.11
1153,1213.91,238.55
1154,1329.88,802.31
1155,1425.18,1373.07
1156,1671.23,1148.15
1157,2641.31,0
1158,1321,0
1159,1443.97,4123.71
1160,1179.36,0
1161,119.02,1290.32
1162,457.88,1800.54
1163,1324.65,1322.46
1164,1903.84,872.44
1165,3388.31,735.65
1166,1967.97,398.23
1167,998.25,1220.73
1168,1096.21,1004.6
1169,1809.6,1085.02
1170,869.2,1302.42
1171,1852.14,421.44
1172,587.2,516.71
1173,639.59,349.07
1174,396.2,589.56
1175,345.18,1969.47
1176,2986.01,1635.93
1177,1129.94,1264.36
1178,0,854.26
1179,0,396.05
1180,0,415.37
1181,742.19,501.36
1182,326.89,1943.26
1183,629.56,532.65
1184,675.1,1689.57
1185,0,748.41
1186,1627.01,3164.56
1187,1102.54,199
1188,1497.6,2256.27
1189,1969.28,5376.34
1190,1912.65,2461.3
1191,2014.21,0
1192,0,446.1
1193,0,1479.49
1194,397.34,2913.09
1195,2566.55,2845.84
1196,0,0
1197,1859.36,1055.04
1198,916.52,113.18
1199,1663.14,123.57
1200,1904.89,992.82
1201,1229.11,274.27
1202,788.02,338.07
1203,1080.91,294.99
1204,412.3,857.94
1205,317.32,280.92
1206,1626.97,311.82
1207,1262.63,654.77
1208,4058.42,659.71
1209,0,411.93
1210,841.09,1007.14
1211,1194.3,1658.09
1212,0,1096.94
1213,552.79,733.34
1214,96.74,1175.3
1215,0,1615.97
1216,3488.98,544.17
1217,0,437.06
1218,212.22,600.96
1219,2450.98,606.92
1220,0,1261.67
1221,214.47,1486.33
1222,1227.27,966.18
1223,565.93,0
1224,1785.98,0
1225,1642.6,0
1226,0,0
1227,354.62,1536.1
1228,2864.87,2092.74
1229,1249.58,2336.27
1230,1788.3,850.24
1231,1688.26,0
1232,2624.22,739.58
1233,1152.41,415.8
1234,397.09,3833.08
1235,1025.8,1953.91
1236,774.61,2317.94
1237,567.13,1580.33
1238,1063.18,777.03
1239,1374,231.27
1240,0,1179.88
1241,212.68,224.71
1242,0,783.22
1243,865.8,1455.6
1244,2012.07,0
1245,298.28,1595.65
1246,569.8,1347.2
1247,204.02,3390.35
1248,501.04,2130.66
1249,158.92,2153.63
1250,612.08,890.76
1251,440.93,801.86
1252,696.22,849.28
1253,977.55,579.04
1254,632.76,887.88
1255,916.67,0
1256,1008.79,894.32
1257,1648.38,1905.97
1258,1653.73,1429.25
1259,1440.21,1828.22
1260,996.99,1212.76
1261,1400.03,842.46
1262,0,0
1263,777.91,962.93
1264,1053.74,820.01
1265,673.72,1471.61
1266,1294.48,347.46
1267,1059.24,236.69
1268,1037.47,2007.56
1269,0,2863.69
1270,675.13,1127.18
1271,0,239.95
1272,2781.64,1389.25
1273,1262.67,1878.2
1274,326.66,1285
1275,2628.21,861.08
1276,1000.4,811.95
1277,1271.59,2107.16
1278,1026.59,160.08
1279,0,2302.16
1280,322.75,616.33
1281,854.51,869.9
1282,882.31,908.21
1283,992.89,852.88
1284,1378.36,1096.49
1285,3870.2,643.29
1286,895.46,2094.68
1287,2288,854.79
1288,4431.16,3304.12
1289,3483.47,912.96
1290,540.1,1310.62
1291,1402.09,1507.16
1292,1830.22,986.65
1293,1675.88,1972.48
1294,1400.63,0
1295,4169.06,0
1296,1542.78,0
1297,661.97,690.18
1298,922.6,153.02
1299,0,1542.02
1300,651.57,1272.26
1301,1514.74,0
1302,675.93,69.33
1303,1274.38,0
1304,1680.71,0
1305,1756.82,0
1306,204.43,0
1307,443.65,0
1308,755.81,0
1309,907.28,233.15
1310,384.69,0
1311,208.59,0
1312,1672.47,0
1313,917.71,0
1314,1227.3,0
1315,726.22,0
1316,0,0
1317,2033.34,0
1318,1750.36,2985.07
1319,196.14,0
1320,732.6,0
1321,3292.18,0
1322,1407.13,0
1323,769.23,0
1324,870.32,0
1325,0,0
1326,451.26,0
1327,0,0
1328,642.4,0
1329,821.47,1430.62
1330,1386.07,2280.5
1331,744.52,0
1332,0,0
1333,100.74,0
1334,920.25,0
1335,0,0
1336,1012.36,0
1337,743.26,0
1338,1082.75,0
1339,1285.65,0
1340,721.24,0
1341,1081.77,0
1342,282.33,0
1343,0,0
1344,1503.76,0
1345,0,0
1346,291.54,0
1347,419.99,0
1348,308.75,0
1349,530.29,0
1350,303.39,0
1351,217.11,0
1352,4004.34,0
1353,1563.72,0
1354,308.07,0
1355,0,0
1356,748.88,0
1357,769.53,0
1358,561.54,0
1359,0,0
1360,367.1,0
1361,1474.11,0
1362,0,0
1363,0,842.7
